id,title,matched_ng,reason
https://jpsearch.go.jp/data/arc_ban-ro24_00018_0881,花舞台咲分源氏 琵琶名所月景清 仇名草由縁八房 恩愛睛関守 糸調合笛音,event-1889東京-fddad06c5446bb87,Aboutルール除外: event-1889東京-fddad06c5446bb87
https://jpsearch.go.jp/data/arc_books-BM_JH024,滝口横笛,演劇,Aboutルール除外: 演劇
https://jpsearch.go.jp/data/bibnl-20006541,笛吹きのおらんだ語り,760.49,Aboutルール除外: 760.49
https://jpsearch.go.jp/data/bibnl-20011358,子どもの不思議な角笛1 : 管弦楽伴奏による独唱曲 : Philharmonia,764,Aboutルール除外: 764
https://jpsearch.go.jp/data/bibnl-20024869,篠笛日本名曲集 : 音階教本兼用 5 (唱歌童謡歌謡編),ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20032660,魔笛,ndc#766.1,Aboutルール除外: ndc#766.1
https://jpsearch.go.jp/data/bibnl-20039941,横笛 : 節付音譜並三味線譜入,768.58,Aboutルール除外: 768.58
https://jpsearch.go.jp/data/bibnl-20043604,現代のシノ笛みさと笛の第1歩,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20043605,現代のシノ笛みさと笛の第2歩,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20043606,現代のシノ笛みさと笛の第3歩,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20043633,月光弄笛,768.7,Aboutルール除外: 768.7
https://jpsearch.go.jp/data/bibnl-20053493,翠笙記 : 指先に想いを込めて…,768.12,Aboutルール除外: 768.12
https://jpsearch.go.jp/data/bibnl-20066116,トランペット/入門からジャズ奏法まで : ホイッスル・システム(口笛方式)によるトランペット教本,ndc#763,Aboutルール除外: ndc#763
https://jpsearch.go.jp/data/bibnl-20075268,Mr.Children/口笛 : ピアノ・ギター : J-popピース,763.2,Aboutルール除外: 763.2
https://jpsearch.go.jp/data/bibnl-20086282,シカネーダー : 『魔笛』を書いた興行師,ndc#766.1,Aboutルール除外: ndc#766.1
https://jpsearch.go.jp/data/bibnl-20097787,口笛 : Piano solo/piano & vocal,763.2,Aboutルール除外: 763.2
https://jpsearch.go.jp/data/bibnl-20097791,口笛 : Band score,764.7,Aboutルール除外: 764.7
https://jpsearch.go.jp/data/bibnl-20108853,篠笛日本名曲集 : 民謡・祭囃子・筝曲 6 (上級編),ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20117436,笛吹く女 : 歌曲集,767,Aboutルール除外: 767
https://jpsearch.go.jp/data/bibnl-20118611,琉球横笛再考,00568850,Aboutルール除外: 00568850
https://jpsearch.go.jp/data/bibnl-20122821,口笛 : Band score,764.7,Aboutルール除外: 764.7
https://jpsearch.go.jp/data/bibnl-20122831,口笛 : Piano solo・piano & vocal,763.2,Aboutルール除外: 763.2
https://jpsearch.go.jp/data/bibnl-20143994,オードリー/reach for the sky/風笛/すずらんのテーマ,763.2,Aboutルール除外: 763.2
https://jpsearch.go.jp/data/bibnl-20146451,魔笛,ndc#766.1,Aboutルール除外: ndc#766.1
https://jpsearch.go.jp/data/bibnl-20146884,やさしく学べる篠笛教本 : 入門編,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20148038,地球が好き佐渡が好き : 世界を旅する笛吹きの話,760.49,Aboutルール除外: 760.49
https://jpsearch.go.jp/data/bibnl-20153050,初心者の篠笛入門 : 0からはじめる音づくり,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20191903,正田麻盛尺八・篠笛民謡集 1,ndc#768.6,Aboutルール除外: ndc#768.6
https://jpsearch.go.jp/data/bibnl-20235312,魔笛 : モーツァルト,ndc#766.1,Aboutルール除外: ndc#766.1
https://jpsearch.go.jp/data/bibnl-20245147,正田麻盛尺八・篠笛民謡集 2,ndc#768.6,Aboutルール除外: ndc#768.6
https://jpsearch.go.jp/data/bibnl-20250583,笛の楽園 : 僕のリコーダー人生,ndc#763,Aboutルール除外: ndc#763
https://jpsearch.go.jp/data/bibnl-20266404,やさしく学べる篠笛教本 : 中級編,ndc8#768.16,Aboutルール除外: ndc8#768.16
https://jpsearch.go.jp/data/bibnl-20302936,魔笛 : モーツァルト,ndc#766.1,Aboutルール除外: ndc#766.1
